Order ID,Order Date,Region,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit
ORD-10025,2023-01-02,South,Technology,Copiers,5,66.78,0.1,300.51,67.51246401858988
ORD-10026,2023-01-02,West,Technology,Machines,3,172.14,0.0,516.42,83.76149811608046
ORD-10027,2023-01-03,South,Furniture,Furnishings,1,322.4,0.1,290.15999999999997,56.419576536998235
ORD-10028,2023-01-03,North,Furniture,Tables,2,68.6,0.05,130.33999999999997,32.86614464734528
ORD-10029,2023-01-03,West,Technology,Phones,4,285.03,0.05,1083.1139999999998,215.2787847121241
ORD-10030,2023-01-03,West,Technology,Machines,5,266.14,0.0,1330.6999999999998,139.8350463916735
ORD-10031,2023-01-03,East,Technology,Phones,1,62.87,0.0,62.87,14.289224511230772
ORD-10032,2023-01-03,East,Technology,Copiers,1,164.03,0.0,164.03,46.176625743619404
ORD-10033,2023-01-03,East,Office Supplies,Binders,4,132.15,0.0,528.6,132.7368663667711
ORD-10034,2023-01-03,North,Technology,Copiers,5,122.11,0.0,610.55,96.43654991530022
ORD-10035,2023-01-03,South,Technology,Phones,3,89.0,0.15,226.95,59.37558402842888
ORD-10036,2023-01-03,South,Furniture,Bookcases,2,320.37,0.1,576.666,150.35667237942096
ORD-10037,2023-01-04,North,Technology,Copiers,4,449.08,0.0,1796.32,219.16969461351127
ORD-10038,2023-01-04,North,Furniture,Bookcases,3,121.69,0.0,365.07,96.23353011906491
ORD-10039,2023-01-04,South,Furniture,Tables,5,431.76,0.0,2158.8,436.4002553608898
ORD-10040,2023-01-04,North,Furniture,Furnishings,1,214.53,0.0,214.53,26.595943450818996
ORD-10041,2023-01-04,South,Furniture,Furnishings,5,175.43,0.15,745.5775000000001,122.75231680974095
ORD-10042,2023-01-04,South,Office Supplies,Art,2,264.21,0.05,501.9989999999999,86.70823935296063
ORD-10043,2023-01-04,South,Technology,Copiers,4,486.17,0.15,1652.978,248.5359191577638
ORD-10044,2023-01-04,East,Office Supplies,Art,1,253.65,0.0,253.65,39.81495827976893
ORD-10045,2023-01-04,South,Furniture,Chairs,3,28.07,0.05,79.9995,16.04276410375946
ORD-10046,2023-01-04,North,Technology,Accessories,5,35.22,0.0,176.1,49.599124503745536
ORD-10047,2023-01-04,South,Furniture,Chairs,1,127.39,0.0,127.39,25.20927742635175
ORD-10048,2023-01-04,South,Furniture,Chairs,3,492.97,0.0,1478.91,346.6965964828056
ORD-10049,2023-01-05,North,Technology,Accessories,3,366.83,0.0,1100.49,249.21824870198566
ORD-10050,2023-01-05,West,Furniture,Tables,5,320.43,0.0,1602.15,189.14655101853407
ORD-10051,2023-01-05,West,Furniture,Furnishings,4,419.3,0.0,1677.2,230.28576912852708
ORD-10052,2023-01-05,South,Furniture,Chairs,4,29.98,0.0,119.92,28.242703654425302
ORD-10053,2023-01-05,East,Office Supplies,Art,4,18.13,0.0,72.52,10.537094723470892
ORD-10054,2023-01-05,North,Technology,Phones,1,326.13,0.0,326.13,77.68010490547144
ORD-10055,2023-01-05,West,Technology,Copiers,1,199.5,0.15,169.575,21.62152282071136
ORD-10056,2023-01-05,South,Furniture,Tables,5,177.12,0.0,885.6,252.34173366949904
ORD-10057,2023-01-05,West,Furniture,Furnishings,2,439.9,0.0,879.8,204.11079274017413
ORD-10058,2023-01-05,East,Office Supplies,Binders,1,410.44,0.0,410.44,84.52195667608785
ORD-10059,2023-01-05,West,Technology,Phones,1,128.51,0.0,128.51,35.9112394109164
ORD-10060,2023-01-05,North,Furniture,Tables,2,451.2,0.05,857.28,143.85669185404603
ORD-10061,2023-01-05,West,Office Supplies,Art,2,181.11,0.05,344.10900000000004,96.15164288840427
ORD-10062,2023-01-05,West,Furniture,Tables,4,444.67,0.05,1689.746,385.94868119252465
ORD-10063,2023-01-05,North,Office Supplies,Storage,4,51.23,0.0,204.92,57.31834486259381
ORD-10064,2023-01-06,East,Office Supplies,Art,2,59.72,0.05,113.46799999999999,11.461665559172548
ORD-10065,2023-01-06,South,Office Supplies,Binders,1,88.8,0.0,88.8,21.16805871102223
ORD-10066,2023-01-06,North,Technology,Copiers,1,329.46,0.0,329.46,79.87291325303183
ORD-10067,2023-01-06,North,Technology,Machines,5,126.25,0.0,631.25,157.36953989615054
ORD-10068,2023-01-06,South,Furniture,Chairs,2,328.32,0.1,590.976,136.82428732801753
ORD-10069,2023-01-06,North,Technology,Phones,2,288.47,0.0,576.94,100.12399108342193
ORD-10070,2023-01-06,West,Furniture,Tables,5,139.95,0.0,699.75,206.14782713760476
ORD-10071,2023-01-06,North,Technology,Phones,4,202.62,0.1,729.432,165.0177420476871
ORD-10072,2023-01-06,East,Office Supplies,Binders,3,399.46,0.0,1198.3799999999999,258.1080154517072
ORD-10073,2023-01-06,South,Office Supplies,Art,2,251.33,0.0,502.66,122.89555605146965
ORD-10074,2023-01-06,East,Office Supplies,Storage,1,147.58,0.0,147.58,33.80976028599597
ORD-10075,2023-01-06,North,Office Supplies,Paper,1,96.78,0.15,82.263,23.92090530599277
ORD-10076,2023-01-06,South,Technology,Copiers,2,458.28,0.0,916.56,94.48938328913974
ORD-10077,2023-01-07,East,Furniture,Tables,3,483.66,0.15,1233.333,333.7422421479851
ORD-10078,2023-01-07,East,Furniture,Furnishings,5,154.28,0.0,771.4,208.45336568162068
ORD-10079,2023-01-07,East,Technology,Phones,5,165.29,0.0,826.4499999999999,174.67868067174066
ORD-10080,2023-01-07,East,Technology,Phones,2,468.72,0.05,890.568,190.59244722482913
ORD-10081,2023-01-07,East,Furniture,Chairs,5,57.62,0.05,273.69499999999994,81.56405770085725
ORD-10082,2023-01-07,South,Office Supplies,Storage,5,78.64,0.0,393.2,108.31661837641441
ORD-10083,2023-01-07,South,Technology,Copiers,2,372.98,0.05,708.662,170.43095518529458
ORD-10084,2023-01-07,East,Technology,Machines,3,186.15,0.0,558.45,146.24254745539517
ORD-10085,2023-01-07,North,Furniture,Furnishings,3,406.96,0.1,1098.792,310.571482644926
ORD-10086,2023-01-07,North,Furniture,Bookcases,2,260.56,0.0,521.12,135.31351673263316
ORD-10087,2023-01-07,East,Furniture,Furnishings,5,328.48,0.05,1560.28,404.35987725355193
ORD-10088,2023-01-07,West,Technology,Phones,1,446.1,0.0,446.1,78.1195110345358
ORD-10089,2023-01-07,North,Technology,Accessories,5,56.05,0.0,280.25,30.039564446307395
ORD-10090,2023-01-07,North,Office Supplies,Binders,4,238.14,0.0,952.56,149.8455470254637
ORD-10091,2023-01-07,South,Furniture,Bookcases,3,299.51,0.0,898.53,96.56469360736632
ORD-10092,2023-01-07,North,Office Supplies,Binders,2,413.07,0.0,826.14,103.60795438444562
ORD-10093,2023-01-07,North,Office Supplies,Art,5,265.9,0.05,1263.0249999999999,180.81997065084008
ORD-10094,2023-01-07,South,Furniture,Tables,2,315.22,0.0,630.44,69.56044485870741
ORD-10095,2023-01-08,West,Furniture,Tables,3,322.34,0.05,918.669,271.16391079755346
ORD-10096,2023-01-08,West,Technology,Accessories,3,262.99,0.0,788.97,204.37261041733285
ORD-10097,2023-01-08,South,Technology,Phones,4,142.71,0.0,570.84,66.04120814508383
ORD-10098,2023-01-08,North,Office Supplies,Binders,2,22.42,0.15,38.114000000000004,10.183909262640443
ORD-10099,2023-01-08,West,Office Supplies,Storage,2,351.03,0.0,702.06,94.53860206978759
ORD-10100,2023-01-08,South,Furniture,Tables,4,86.65,0.0,346.6,72.73239239742827
ORD-10101,2023-01-08,East,Office Supplies,Paper,3,360.15,0.05,1026.4274999999998,160.1091200014963
ORD-10102,2023-01-08,East,Technology,Machines,5,477.88,0.05,2269.93,478.66197888344067
ORD-10103,2023-01-08,East,Furniture,Chairs,3,309.74,0.0,929.22,138.9613180128531
ORD-10104,2023-01-08,South,Technology,Copiers,1,184.43,0.05,175.2085,18.025222310517314
ORD-10105,2023-01-08,North,Technology,Machines,3,66.88,0.0,200.64,21.698365379455634
ORD-10106,2023-01-08,East,Office Supplies,Paper,4,429.18,0.05,1630.884,317.75290221545066
ORD-10107,2023-01-09,South,Office Supplies,Paper,4,242.0,0.0,968.0,180.79367929247158
ORD-10108,2023-01-09,North,Technology,Accessories,3,205.27,0.05,585.0195,132.8103840167527
ORD-10109,2023-01-09,West,Furniture,Bookcases,5,32.2,0.0,161.0,36.252689285998414
ORD-10110,2023-01-09,East,Technology,Phones,3,256.54,0.1,692.6580000000001,160.51568269798307
ORD-10111,2023-01-09,East,Technology,Machines,3,89.84,0.0,269.52,61.58096877243323
ORD-10112,2023-01-09,West,Technology,Copiers,5,22.99,0.0,114.94999999999999,33.110893250359766
ORD-10113,2023-01-09,South,Furniture,Furnishings,4,291.98,0.0,1167.92,267.0538352166386
ORD-10114,2023-01-10,South,Technology,Copiers,4,471.32,0.0,1885.28,550.9506692331898
ORD-10115,2023-01-10,North,Office Supplies,Storage,2,453.62,0.0,907.24,103.30946932119703
ORD-10116,2023-01-10,West,Technology,Copiers,4,59.38,0.0,237.52,28.238418407749627
ORD-10117,2023-01-10,West,Office Supplies,Binders,5,344.67,0.0,1723.3500000000001,282.2763304933507
ORD-10118,2023-01-10,West,Technology,Accessories,1,423.99,0.0,423.99,111.46429838657657
ORD-10119,2023-01-10,East,Technology,Copiers,1,148.11,0.0,148.11,35.44974831241687
ORD-10120,2023-01-10,South,Technology,Copiers,2,318.18,0.1,572.724,141.47096569830734
ORD-10121,2023-01-10,South,Furniture,Chairs,1,403.71,0.0,403.71,54.69782364386238
ORD-10122,2023-01-10,South,Office Supplies,Paper,4,377.8,0.1,1360.0800000000002,405.44124670645516
ORD-10123,2023-01-10,West,Technology,Accessories,4,212.18,0.0,848.72,216.6634416081895
ORD-10124,2023-01-10,West,Office Supplies,Binders,2,176.99,0.15,300.883,81.74466080255617
ORD-10125,2023-01-11,North,Furniture,Furnishings,2,379.73,0.0,759.46,213.03656610137276
ORD-10126,2023-01-11,South,Technology,Machines,1,257.57,0.1,231.813,38.019631632741834
ORD-10127,2023-01-11,South,Furniture,Furnishings,2,448.81,0.0,897.62,91.70761854434909
ORD-10128,2023-01-11,West,Technology,Copiers,4,453.64,0.0,1814.56,297.33875084521264
ORD-10129,2023-01-11,West,Technology,Machines,2,475.53,0.15,808.401,173.55365243935051
ORD-10130,2023-01-11,West,Office Supplies,Storage,2,319.6,0.0,639.2,101.40406505388057
ORD-10131,2023-01-11,East,Technology,Machines,2,171.05,0.05,324.995,81.40309203891975
ORD-10132,2023-01-11,East,Office Supplies,Paper,3,397.87,0.05,1133.9295,134.07720816538998
ORD-10133,2023-01-11,South,Office Supplies,Storage,3,252.27,0.0,756.8100000000001,158.8587906862853
ORD-10134,2023-01-11,North,Furniture,Tables,2,226.35,0.1,407.43,69.33766071281869
ORD-10135,2023-01-11,West,Technology,Accessories,2,67.36,0.0,134.72,33.99014246099558
ORD-10136,2023-01-12,North,Office Supplies,Art,3,51.21,0.05,145.9485,16.7187803268689
ORD-10137,2023-01-12,West,Office Supplies,Paper,2,412.71,0.05,784.1489999999999,91.172812998313
ORD-10138,2023-01-12,West,Office Supplies,Paper,5,51.57,0.2,206.28000000000003,36.06891594971451
ORD-10139,2023-01-12,West,Office Supplies,Paper,3,191.61,0.1,517.3470000000001,149.74594195276146
ORD-10140,2023-01-12,East,Office Supplies,Art,5,493.14,0.05,2342.4149999999995,410.5127194082799
ORD-10141,2023-01-12,South,Office Supplies,Binders,3,50.92,0.05,145.12199999999999,30.7195483060319
ORD-10142,2023-01-12,West,Office Supplies,Paper,4,217.87,0.15,740.758,90.54988491962803
ORD-10143,2023-01-12,East,Technology,Machines,2,251.39,0.0,502.78,97.40463951636136
ORD-10144,2023-01-12,West,Furniture,Chairs,4,37.59,0.0,150.36,18.5702492930811
ORD-10145,2023-01-12,North,Furniture,Furnishings,2,328.11,0.05,623.409,135.07636769609104
ORD-10146,2023-01-12,West,Furniture,Chairs,3,481.46,0.0,1444.3799999999999,226.9733646367588
ORD-10147,2023-01-12,West,Office Supplies,Binders,4,435.61,0.0,1742.44,509.91549632457975
ORD-10148,2023-01-12,East,Office Supplies,Art,3,15.96,0.15,40.698,4.421104419312909
ORD-10149,2023-01-13,West,Office Supplies,Paper,4,496.55,0.0,1986.2,418.6330759355807
ORD-10150,2023-01-13,North,Technology,Phones,3,484.96,0.0,1454.8799999999999,328.6278981300461
ORD-10151,2023-01-13,South,Technology,Phones,1,350.92,0.0,350.92,79.13653629261991
ORD-10152,2023-01-13,North,Furniture,Tables,1,296.31,0.15,251.8635,27.475606883026156
ORD-10153,2023-01-13,South,Furniture,Tables,4,147.67,0.15,502.0779999999999,139.60417201767666
ORD-10154,2023-01-13,North,Technology,Accessories,4,233.27,0.05,886.426,137.8181785010467
ORD-10155,2023-01-13,East,Office Supplies,Binders,5,102.18,0.0,510.90000000000003,87.19553065970207
ORD-10156,2023-01-13,North,Furniture,Bookcases,1,295.99,0.0,295.99,87.28122382422173
ORD-10157,2023-01-13,North,Office Supplies,Art,4,493.24,0.05,1874.312,388.39357051903613
ORD-10158,2023-01-13,South,Furniture,Tables,1,161.67,0.1,145.503,34.47638796002141
ORD-10159,2023-01-13,East,Technology,Phones,5,89.68,0.15,381.14000000000004,100.81436895354734
ORD-10160,2023-01-13,North,Office Supplies,Art,3,475.4,0.05,1354.8899999999999,301.7110229642885
ORD-10161,2023-01-13,North,Technology,Copiers,1,214.94,0.15,182.69899999999998,49.91570130956702
ORD-10162,2023-01-13,West,Office Supplies,Paper,4,32.16,0.0,128.64,22.549649503038456
ORD-10163,2023-01-13,East,Technology,Machines,2,407.17,0.2,651.4720000000001,84.74567857619957
ORD-10164,2023-01-13,West,Furniture,Bookcases,5,301.12,0.0,1505.6,442.62062346993326
ORD-10165,2023-01-13,West,Office Supplies,Art,5,422.64,0.1,1901.8799999999999,368.4676293501716
ORD-10166,2023-01-14,East,Office Supplies,Binders,1,37.62,0.1,33.858,8.890440473425231
ORD-10167,2023-01-14,East,Office Supplies,Binders,4,499.86,0.2,1599.5520000000001,337.6435791120188
ORD-10168,2023-01-14,West,Office Supplies,Paper,4,386.8,0.15,1315.12,354.98965528553543
ORD-10169,2023-01-14,East,Furniture,Furnishings,2,131.2,0.0,262.4,33.01828610715045
ORD-10170,2023-01-14,East,Office Supplies,Storage,3,477.49,0.05,1360.8464999999999,198.31420232391358
ORD-10171,2023-01-14,East,Technology,Phones,5,339.13,0.05,1610.8675,276.4772864381533
ORD-10172,2023-01-14,South,Furniture,Tables,4,65.64,0.05,249.432,50.899478090367
ORD-10173,2023-01-14,West,Technology,Accessories,4,388.44,0.0,1553.76,420.1931055869869
ORD-10174,2023-01-14,West,Office Supplies,Paper,1,280.43,0.0,280.43,77.21099395869592
ORD-10175,2023-01-14,East,Furniture,Furnishings,2,207.71,0.0,415.42,43.93337987881746
ORD-10176,2023-01-14,East,Technology,Copiers,4,380.02,0.05,1444.0759999999998,347.7565390395308
ORD-10177,2023-01-15,East,Office Supplies,Storage,3,17.13,0.0,51.39,11.20217398549192
ORD-10178,2023-01-15,West,Office Supplies,Storage,3,202.2,0.0,606.5999999999999,170.35253281598153
ORD-10179,2023-01-15,South,Furniture,Tables,3,180.65,0.0,541.95,139.13515005101252
ORD-10180,2023-01-15,North,Technology,Accessories,2,204.31,0.05,388.18899999999996,105.77092114693802
ORD-10181,2023-01-15,South,Technology,Machines,3,475.27,0.0,1425.81,406.80858036630207
ORD-10182,2023-01-15,East,Furniture,Tables,3,251.14,0.0,753.42,144.52641229300616
ORD-10183,2023-01-15,South,Office Supplies,Binders,3,490.22,0.0,1470.66,243.7623686370854
ORD-10184,2023-01-15,North,Technology,Accessories,3,320.37,0.0,961.11,110.69360065570359
ORD-10185,2023-01-15,North,Furniture,Bookcases,2,73.15,0.0,146.3,19.074672812169734
ORD-10186,2023-01-16,West,Furniture,Chairs,5,449.43,0.0,2247.15,524.7354744235053
ORD-10187,2023-01-16,East,Office Supplies,Art,4,94.44,0.0,377.76,40.86370569616501
ORD-10188,2023-01-16,East,Furniture,Chairs,3,92.78,0.0,278.34000000000003,37.68781963871795
ORD-10189,2023-01-16,West,Furniture,Chairs,4,53.46,0.0,213.84,41.090586351223614
ORD-10190,2023-01-16,West,Furniture,Chairs,2,111.1,0.0,222.2,44.59186351678984
ORD-10191,2023-01-16,South,Technology,Copiers,1,348.29,0.0,348.29,90.5143295672061
ORD-10192,2023-01-16,South,Furniture,Furnishings,5,317.67,0.0,1588.3500000000001,436.34472151999995
ORD-10193,2023-01-16,South,Technology,Machines,4,461.23,0.0,1844.92,286.6554221239478
ORD-10194,2023-01-17,West,Office Supplies,Art,3,100.42,0.0,301.26,52.447685137386344
ORD-10195,2023-01-17,North,Technology,Phones,2,247.42,0.05,470.09799999999996,81.69491282689417
ORD-10196,2023-01-17,South,Office Supplies,Paper,2,236.64,0.05,449.61599999999993,48.26027099017181
ORD-10197,2023-01-17,South,Furniture,Chairs,2,133.69,0.05,254.011,70.87957680955263
ORD-10198,2023-01-17,North,Office Supplies,Art,5,260.72,0.0,1303.6000000000001,158.30188679650644
ORD-10199,2023-01-17,West,Office Supplies,Paper,2,229.23,0.0,458.46,68.07860541927563
ORD-10200,2023-01-17,East,Technology,Copiers,4,141.93,0.0,567.72,59.050964080474174
ORD-10201,2023-01-17,North,Technology,Accessories,3,167.82,0.0,503.46,83.32236338549859
ORD-10202,2023-01-17,South,Office Supplies,Paper,5,68.68,0.1,309.06000000000006,67.59713673908287
ORD-10203,2023-01-17,South,Technology,Accessories,3,342.76,0.05,976.8659999999999,195.06884741980647
ORD-10204,2023-01-17,South,Furniture,Chairs,2,52.59,0.0,105.18,22.862789758687214
ORD-10205,2023-01-17,East,Technology,Copiers,4,375.27,0.0,1501.08,188.40964818407295
ORD-10206,2023-01-17,North,Office Supplies,Storage,4,149.05,0.0,596.2,136.63917185638013
ORD-10207,2023-01-17,East,Technology,Machines,4,289.68,0.0,1158.72,344.49098981628026
ORD-10208,2023-01-17,North,Technology,Phones,4,306.83,0.0,1227.32,147.71593285929478
ORD-10209,2023-01-18,East,Technology,Copiers,1,88.73,0.0,88.73,13.93229886364101
ORD-10210,2023-01-18,North,Furniture,Chairs,3,94.95,0.1,256.365,29.750324841309382
ORD-10211,2023-01-18,North,Furniture,Furnishings,5,267.01,0.0,1335.05,395.8099145007669
ORD-10212,2023-01-18,West,Office Supplies,Binders,5,64.9,0.0,324.5,95.36863111957143
ORD-10213,2023-01-18,West,Technology,Machines,1,434.1,0.1,390.69000000000005,59.221011099637515
ORD-10214,2023-01-18,West,Office Supplies,Art,3,93.73,0.05,267.1305,76.36598453272931
ORD-10215,2023-01-18,East,Technology,Phones,2,282.81,0.0,565.62,88.23435499122598
ORD-10216,2023-01-18,East,Office Supplies,Art,3,387.05,0.0,1161.15,191.2830290701575
ORD-10217,2023-01-19,West,Technology,Phones,4,128.78,0.0,515.12,114.42051925250676
ORD-10218,2023-01-19,North,Office Supplies,Storage,3,151.43,0.0,454.29,59.45408758438348
ORD-10219,2023-01-19,North,Office Supplies,Paper,5,245.76,0.0,1228.8,135.61615240947964
ORD-10220,2023-01-19,West,Office Supplies,Paper,2,174.94,0.0,349.88,39.4227269338024
ORD-10221,2023-01-19,East,Technology,Machines,4,495.08,0.0,1980.32,518.79411252297
ORD-10222,2023-01-19,North,Furniture,Bookcases,5,134.77,0.05,640.1575,161.3488632434664
ORD-10223,2023-01-19,South,Office Supplies,Art,4,301.86,0.0,1207.44,220.19863867559562
ORD-10224,2023-01-19,North,Furniture,Tables,2,180.95,0.15,307.61499999999995,81.86369782532445
ORD-10225,2023-01-19,East,Technology,Phones,5,482.86,0.0,2414.3,594.3366690768318
ORD-10226,2023-01-19,West,Furniture,Tables,1,469.79,0.0,469.79,53.226856289247685
ORD-10227,2023-01-19,West,Furniture,Tables,4,373.15,0.0,1492.6,400.56272643787935
ORD-10228,2023-01-20,East,Technology,Copiers,4,108.8,0.0,435.2,57.817695051913624
ORD-10229,2023-01-20,West,Office Supplies,Binders,4,409.14,0.05,1554.732,318.11851079642844
ORD-10230,2023-01-20,South,Office Supplies,Binders,5,185.83,0.1,836.2350000000001,149.25876688111353
ORD-10231,2023-01-20,South,Furniture,Bookcases,4,410.13,0.0,1640.52,287.72897507202987
ORD-10232,2023-01-20,East,Technology,Copiers,1,236.71,0.0,236.71,59.06432327630408
ORD-10233,2023-01-20,East,Technology,Copiers,5,256.33,0.0,1281.6499999999999,358.7529503674701
ORD-10234,2023-01-20,West,Furniture,Furnishings,5,198.11,0.0,990.5500000000001,278.6361899031864
ORD-10235,2023-01-20,West,Office Supplies,Storage,5,315.88,0.0,1579.4,454.8141712070245
ORD-10236,2023-01-21,West,Office Supplies,Storage,2,78.24,0.05,148.65599999999998,33.30110712106181
ORD-10237,2023-01-21,South,Technology,Machines,2,271.4,0.1,488.52,125.90110192548156
ORD-10238,2023-01-21,West,Furniture,Bookcases,4,84.32,0.0,337.28,50.4900834153246
ORD-10239,2023-01-21,West,Office Supplies,Binders,4,374.53,0.0,1498.12,320.56462693988334
ORD-10240,2023-01-21,North,Furniture,Bookcases,1,383.6,0.1,345.24,58.14406058533598
ORD-10241,2023-01-21,West,Furniture,Furnishings,1,412.42,0.0,412.42,111.06077083142999
ORD-10242,2023-01-21,South,Office Supplies,Binders,1,72.47,0.0,72.47,18.80299903160885
ORD-10243,2023-01-21,West,Office Supplies,Storage,5,83.46,0.0,417.29999999999995,102.0091993580853
ORD-10244,2023-01-21,West,Technology,Phones,3,362.82,0.05,1034.037,246.91737353428536
ORD-10245,2023-01-21,West,Office Supplies,Art,5,275.93,0.0,1379.65,233.3528954875365
ORD-10246,2023-01-21,North,Technology,Phones,2,98.98,0.15,168.266,36.4596007476232
ORD-10247,2023-01-21,East,Furniture,Chairs,4,206.42,0.0,825.68,238.99858157013668
ORD-10248,2023-01-21,North,Technology,Phones,4,85.14,0.0,340.56,68.51308969617874
ORD-10249,2023-01-22,South,Technology,Copiers,1,437.34,0.15,371.739,79.19030890685377
ORD-10250,2023-01-22,North,Office Supplies,Paper,3,351.36,0.15,895.968,216.3294369417014
ORD-10251,2023-01-22,East,Office Supplies,Art,2,84.74,0.0,169.48,37.513213212193286
ORD-10252,2023-01-22,South,Technology,Machines,5,217.82,0.05,1034.6449999999998,296.81213199913736
ORD-10253,2023-01-22,South,Furniture,Tables,1,463.53,0.0,463.53,56.85084627771305
ORD-10254,2023-01-22,West,Technology,Accessories,4,492.57,0.1,1773.252,221.53686975381106
ORD-10255,2023-01-22,South,Furniture,Furnishings,3,461.21,0.1,1245.2669999999998,253.74508217664246
ORD-10256,2023-01-22,West,Office Supplies,Paper,4,299.72,0.0,1198.88,133.01852671019142
ORD-10257,2023-01-22,East,Technology,Accessories,1,174.25,0.1,156.82500000000002,15.82778340153937
ORD-10258,2023-01-22,West,Office Supplies,Storage,4,173.41,0.0,693.64,143.91581720437216
ORD-10259,2023-01-22,East,Office Supplies,Storage,2,460.73,0.0,921.46,156.0866994838596
ORD-10260,2023-01-22,West,Office Supplies,Paper,2,371.38,0.0,742.76,107.64149565738019
ORD-10261,2023-01-22,West,Technology,Copiers,5,231.7,0.0,1158.5,156.71886477349193
ORD-10262,2023-01-23,East,Technology,Copiers,1,458.27,0.0,458.27,99.04024465638378
ORD-10263,2023-01-23,West,Office Supplies,Paper,5,319.81,0.0,1599.05,372.1108869446642
ORD-10264,2023-01-23,North,Technology,Machines,3,97.24,0.15,247.96199999999996,32.16874145982347
ORD-10265,2023-01-23,South,Technology,Copiers,2,213.17,0.0,426.34,127.63547370640022
ORD-10266,2023-01-23,South,Technology,Copiers,2,256.08,0.0,512.16,58.086777731851406
ORD-10267,2023-01-23,North,Technology,Phones,3,377.48,0.0,1132.44,316.6425199068484
ORD-10268,2023-01-23,West,Furniture,Bookcases,2,110.52,0.0,221.04,23.71978771622858
ORD-10269,2023-01-23,North,Office Supplies,Storage,4,241.31,0.0,965.24,109.20892142436458
ORD-10270,2023-01-23,South,Furniture,Tables,5,390.01,0.0,1950.05,399.52244894044946
ORD-10271,2023-01-23,East,Technology,Copiers,2,225.97,0.0,451.94,95.7787702662872
ORD-10272,2023-01-23,East,Office Supplies,Storage,3,86.07,0.0,258.21,70.32533304038004
ORD-10273,2023-01-23,North,Office Supplies,Paper,2,473.6,0.0,947.2,146.00987088031485
ORD-10274,2023-01-24,South,Technology,Machines,5,22.44,0.0,112.2,27.2864168153356
ORD-10275,2023-01-24,East,Furniture,Furnishings,1,332.87,0.0,332.87,48.06457470852418
ORD-10276,2023-01-24,East,Technology,Phones,4,123.23,0.05,468.274,48.673386471277425
ORD-10277,2023-01-24,East,Technology,Copiers,5,61.01,0.05,289.7975,39.32810934033815
ORD-10278,2023-01-24,West,Technology,Copiers,1,329.85,0.0,329.85,39.545148680334
ORD-10279,2023-01-24,South,Office Supplies,Paper,5,129.15,0.05,613.4625,166.33378891313043
ORD-10280,2023-01-24,East,Technology,Accessories,1,416.81,0.0,416.81,97.37391315480221
ORD-10281,2023-01-24,West,Technology,Copiers,4,110.44,0.0,441.76,123.36906223797797
ORD-10282,2023-01-24,North,Furniture,Chairs,1,16.37,0.0,16.37,2.3176195993480935
ORD-10283,2023-01-24,East,Office Supplies,Paper,1,23.0,0.0,23.0,4.981991180460584
